booking_id,client_id,subproduct,booking_date,trip_date,amount_rub,status,city_from,city_to
641,13,avia,2025-08-03,2025-08-13,67856.59,cancelled,Москва,Казань
642,11,taxi,2025-08-05,2025-08-17,1393.1,cancelled,Москва,Санкт-Петербург
643,27,avia,2025-08-05,2025-08-20,64417.85,confirmed,Сочи,Новосибирск
644,46,avia,2025-03-12,2025-03-17,118494.88,confirmed,Уфа,Екатеринбург
645,34,hotel,2025-06-19,2025-06-23,63707.46,confirmed,Сочи,Новосибирск
646,17,train,2025-07-23,2025-08-04,4733.94,confirmed,Санкт-Петербург,Москва
647,9,avia,2025-08-05,2025-08-09,73181.57,confirmed,Казань,Санкт-Петербург
648,48,hotel,2025-04-16,2025-04-23,83645.57,confirmed,Москва,Санкт-Петербург
649,45,train,2025-05-19,2025-05-23,10565.33,confirmed,Санкт-Петербург,Казань
650,33,avia,2025-11-22,2025-12-05,166544.5,confirmed,Екатеринбург,Санкт-Петербург
651,29,train,2025-01-13,2025-01-27,19629.63,cancelled,Новосибирск,Сочи
652,49,hotel,2025-06-26,2025-07-03,55009.44,cancelled,Уфа,Москва
653,6,hotel,2025-07-13,2025-07-23,51539.28,cancelled,Новосибирск,Санкт-Петербург
654,48,avia,2025-03-05,2025-03-09,11877.5,confirmed,Москва,Новосибирск
655,14,train,2025-10-24,2025-10-26,23994.24,confirmed,Уфа,Екатеринбург
656,17,train,2025-04-20,2025-05-05,23155.34,confirmed,Сочи,Казань
657,48,avia,2025-03-17,2025-03-24,33850.01,cancelled,Новосибирск,Уфа
658,15,avia,2025-02-18,2025-03-03,109540.46,confirmed,Уфа,Москва
659,21,train,2025-01-02,2025-01-22,9798.99,cancelled,Москва,Сочи
660,12,avia,2025-05-27,2025-05-30,89504.53,confirmed,Санкт-Петербург,Казань
661,1,train,2025-10-08,2025-10-15,12733.0,confirmed,Уфа,Санкт-Петербург
662,12,hotel,2025-01-21,2025-02-05,55977.67,confirmed,Екатеринбург,Москва
663,27,train,2025-07-03,2025-07-22,11736.6,confirmed,Сочи,Новосибирск
664,43,train,2025-02-22,2025-03-11,9171.22,confirmed,Сочи,Уфа
665,8,avia,2025-10-02,2025-10-23,25489.73,confirmed,Екатеринбург,Уфа
666,37,avia,2025-01-03,2025-01-11,125748.93,confirmed,Сочи,Екатеринбург
667,17,hotel,2025-04-24,2025-05-04,45446.05,confirmed,Новосибирск,Сочи
668,6,avia,2025-03-03,2025-03-19,32831.28,confirmed,Москва,Екатеринбург
669,12,train,2025-09-27,2025-10-04,10906.23,confirmed,Новосибирск,Сочи
670,4,hotel,2025-11-19,2025-12-02,63329.33,cancelled,Москва,Уфа
671,33,taxi,2025-04-25,2025-05-13,1959.38,confirmed,Екатеринбург,Москва
672,48,taxi,2025-05-09,2025-05-24,1309.5,cancelled,Сочи,Екатеринбург
673,3,train,2025-10-19,2025-10-21,4390.65,confirmed,Екатеринбург,Казань
674,47,train,2025-04-06,2025-04-14,3785.46,confirmed,Санкт-Петербург,Сочи
675,45,taxi,2025-05-11,2025-05-23,3572.97,confirmed,Екатеринбург,Санкт-Петербург
676,23,avia,2025-07-20,2025-08-09,31489.76,confirmed,Екатеринбург,Санкт-Петербург
677,26,avia,2025-07-07,2025-07-17,76374.76,confirmed,Москва,Санкт-Петербург
678,8,avia,2025-12-09,2025-12-10,18955.84,confirmed,Сочи,Уфа
679,14,avia,2025-02-04,2025-02-10,47251.02,confirmed,Казань,Санкт-Петербург
680,7,taxi,2025-12-26,2026-01-11,2809.74,confirmed,Екатеринбург,Новосибирск
681,48,hotel,2025-05-02,2025-05-07,63735.91,confirmed,Москва,Уфа
682,4,avia,2025-07-01,2025-07-22,38671.35,confirmed,Новосибирск,Москва
683,12,avia,2025-12-14,2025-12-19,26773.64,confirmed,Уфа,Москва
684,28,avia,2025-06-11,2025-06-12,45619.63,confirmed,Уфа,Казань
685,23,train,2025-07-22,2025-08-08,22116.82,confirmed,Санкт-Петербург,Екатеринбург
686,49,hotel,2025-06-16,2025-06-22,11070.4,confirmed,Уфа,Новосибирск
687,34,avia,2025-06-23,2025-07-08,84797.95,cancelled,Уфа,Казань
688,37,hotel,2025-01-08,2025-01-20,44653.65,confirmed,Москва,Казань
689,23,hotel,2025-07-11,2025-07-30,77091.1,confirmed,Санкт-Петербург,Екатеринбург
690,17,taxi,2025-11-13,2025-11-27,1456.82,confirmed,Москва,Уфа
691,15,hotel,2025-01-24,2025-02-01,74183.41,confirmed,Москва,Новосибирск
692,42,avia,2025-01-24,2025-02-01,63833.03,cancelled,Уфа,Санкт-Петербург
693,46,hotel,2025-01-14,2025-01-19,69830.81,confirmed,Уфа,Санкт-Петербург
694,20,hotel,2025-07-05,2025-07-11,4837.08,confirmed,Москва,Екатеринбург
695,33,hotel,2025-07-20,2025-07-27,102684.65,confirmed,Казань,Уфа
696,15,train,2025-05-05,2025-05-22,22882.77,confirmed,Уфа,Новосибирск
697,27,avia,2025-03-17,2025-04-01,126037.67,confirmed,Сочи,Санкт-Петербург
698,34,avia,2025-02-21,2025-03-07,61161.6,confirmed,Санкт-Петербург,Казань
699,33,hotel,2025-02-14,2025-02-23,53535.11,confirmed,Уфа,Екатеринбург
700,34,avia,2025-12-03,2025-12-10,54279.2,confirmed,Екатеринбург,Санкт-Петербург
701,48,avia,2025-05-15,2025-05-20,99495.73,confirmed,Новосибирск,Санкт-Петербург
702,1,hotel,2025-07-19,2025-07-27,60685.71,confirmed,Москва,Санкт-Петербург
703,4,train,2025-04-03,2025-04-24,23106.85,confirmed,Екатеринбург,Москва
704,29,train,2025-10-07,2025-10-15,3314.28,confirmed,Санкт-Петербург,Новосибирск
705,2,taxi,2025-03-26,2025-04-14,1218.31,confirmed,Екатеринбург,Сочи
706,50,avia,2025-06-21,2025-07-06,52215.37,confirmed,Москва,Екатеринбург
707,46,train,2025-02-23,2025-03-11,7289.03,confirmed,Сочи,Новосибирск
708,34,hotel,2025-02-04,2025-02-13,53693.62,confirmed,Екатеринбург,Новосибирск
709,20,train,2025-05-13,2025-05-23,6217.59,confirmed,Казань,Сочи
710,43,avia,2025-02-16,2025-03-03,80911.61,confirmed,Казань,Новосибирск
711,34,avia,2025-07-12,2025-07-19,67571.04,confirmed,Москва,Новосибирск
712,35,taxi,2025-02-03,2025-02-10,699.35,confirmed,Сочи,Уфа
713,48,avia,2025-04-08,2025-04-14,49760.01,confirmed,Москва,Новосибирск
714,45,avia,2025-01-11,2025-01-20,61496.68,confirmed,Екатеринбург,Санкт-Петербург
715,36,hotel,2025-04-27,2025-05-11,19155.07,confirmed,Екатеринбург,Москва
716,8,hotel,2025-04-09,2025-04-24,53027.8,confirmed,Екатеринбург,Санкт-Петербург
717,15,hotel,2025-04-09,2025-04-28,64228.36,confirmed,Москва,Уфа
718,6,avia,2025-07-10,2025-07-25,12664.98,cancelled,Москва,Уфа
719,47,avia,2025-05-14,2025-05-28,107934.41,confirmed,Уфа,Екатеринбург
720,10,avia,2025-10-25,2025-11-02,79599.5,confirmed,Новосибирск,Екатеринбург
721,36,hotel,2025-02-03,2025-02-12,44784.03,confirmed,Москва,Екатеринбург
722,40,avia,2025-02-15,2025-03-03,78409.54,cancelled,Москва,Санкт-Петербург
723,19,train,2025-11-08,2025-11-29,42056.94,confirmed,Сочи,Екатеринбург
724,45,hotel,2025-05-11,2025-05-28,48352.1,confirmed,Сочи,Новосибирск
725,10,taxi,2025-07-12,2025-07-15,3366.46,cancelled,Санкт-Петербург,Сочи
726,34,hotel,2025-09-16,2025-09-24,65342.92,confirmed,Казань,Сочи
727,4,avia,2025-12-08,2025-12-27,109470.29,confirmed,Казань,Уфа
728,49,train,2025-03-01,2025-03-11,22855.85,confirmed,Казань,Новосибирск
729,16,hotel,2025-10-22,2025-11-12,23379.06,confirmed,Новосибирск,Казань
730,38,avia,2025-05-02,2025-05-20,24000.88,confirmed,Уфа,Москва
731,19,train,2025-06-22,2025-07-06,10630.88,confirmed,Екатеринбург,Сочи
732,23,hotel,2025-08-02,2025-08-09,26941.36,confirmed,Уфа,Казань
733,41,avia,2025-02-28,2025-03-18,8759.2,confirmed,Казань,Уфа
734,15,train,2025-01-19,2025-02-05,17751.06,confirmed,Москва,Новосибирск
735,27,avia,2025-05-24,2025-05-25,155063.87,confirmed,Санкт-Петербург,Новосибирск
736,1,train,2025-03-17,2025-03-20,3682.84,confirmed,Уфа,Санкт-Петербург
737,36,avia,2025-04-02,2025-04-23,61889.7,confirmed,Казань,Санкт-Петербург
738,36,train,2025-03-20,2025-04-04,11683.12,confirmed,Сочи,Москва
739,17,train,2025-05-08,2025-05-27,8822.08,confirmed,Новосибирск,Москва
740,7,avia,2025-09-25,2025-10-08,42330.19,confirmed,Санкт-Петербург,Сочи
741,48,taxi,2025-03-03,2025-03-14,3051.26,cancelled,Казань,Москва
742,18,avia,2025-07-03,2025-07-11,18841.48,confirmed,Новосибирск,Сочи
743,27,train,2025-08-21,2025-08-23,17073.72,confirmed,Екатеринбург,Казань
744,24,hotel,2025-12-06,2025-12-25,43959.26,confirmed,Екатеринбург,Уфа
745,4,hotel,2025-01-12,2025-01-17,27749.81,confirmed,Санкт-Петербург,Казань
746,48,train,2025-06-01,2025-06-15,7484.05,confirmed,Москва,Новосибирск
747,37,hotel,2025-04-15,2025-04-20,65056.09,confirmed,Екатеринбург,Москва
748,27,hotel,2025-10-25,2025-11-15,100707.97,cancelled,Санкт-Петербург,Новосибирск
749,37,avia,2025-03-09,2025-03-15,13182.22,confirmed,Москва,Екатеринбург
750,33,avia,2025-09-09,2025-09-28,165417.33,confirmed,Санкт-Петербург,Екатеринбург
751,49,hotel,2025-05-14,2025-06-03,14528.36,confirmed,Сочи,Казань
752,46,train,2025-03-17,2025-03-31,12910.9,confirmed,Казань,Москва
753,1,avia,2025-10-27,2025-11-10,95535.99,confirmed,Санкт-Петербург,Новосибирск
754,19,avia,2025-04-09,2025-04-23,209448.31,confirmed,Сочи,Екатеринбург
755,19,avia,2025-06-11,2025-06-20,134871.76,cancelled,Казань,Екатеринбург
756,44,train,2025-03-10,2025-03-13,4915.62,confirmed,Санкт-Петербург,Уфа
757,19,hotel,2025-03-16,2025-03-23,88869.24,confirmed,Сочи,Екатеринбург
758,49,hotel,2025-04-10,2025-04-11,18637.35,confirmed,Екатеринбург,Уфа
759,23,train,2025-06-17,2025-07-03,12678.26,confirmed,Екатеринбург,Казань
760,1,hotel,2025-07-11,2025-07-20,61352.11,confirmed,Екатеринбург,Санкт-Петербург
761,14,avia,2025-07-13,2025-07-25,22844.0,confirmed,Уфа,Новосибирск
762,17,avia,2025-06-17,2025-06-18,108548.32,confirmed,Новосибирск,Уфа
763,17,train,2025-02-22,2025-03-13,21767.06,cancelled,Новосибирск,Екатеринбург
764,23,avia,2025-03-26,2025-03-31,218557.64,confirmed,Санкт-Петербург,Казань
765,1,train,2025-12-16,2025-12-20,11356.34,confirmed,Сочи,Уфа
766,31,avia,2025-08-02,2025-08-22,21819.65,cancelled,Уфа,Новосибирск
767,15,train,2025-03-06,2025-03-13,5014.9,confirmed,Сочи,Екатеринбург
768,23,avia,2025-09-07,2025-09-12,69007.79,cancelled,Москва,Новосибирск
769,37,hotel,2025-02-21,2025-02-27,53512.35,confirmed,Москва,Уфа
770,23,train,2025-08-10,2025-08-27,21607.56,confirmed,Санкт-Петербург,Новосибирск
771,28,taxi,2025-08-23,2025-09-03,549.8,confirmed,Новосибирск,Екатеринбург
772,9,avia,2025-07-17,2025-08-01,33300.32,confirmed,Екатеринбург,Сочи
773,34,avia,2025-04-25,2025-05-07,75080.48,confirmed,Новосибирск,Москва
774,34,train,2025-05-18,2025-05-26,20743.95,confirmed,Казань,Уфа
775,36,avia,2025-02-15,2025-02-26,64183.39,confirmed,Казань,Новосибирск
776,33,hotel,2025-07-08,2025-07-21,109376.25,confirmed,Уфа,Сочи
777,21,avia,2025-06-16,2025-06-26,120059.3,cancelled,Санкт-Петербург,Новосибирск
778,14,hotel,2025-10-03,2025-10-14,79394.0,confirmed,Новосибирск,Екатеринбург
779,37,avia,2025-03-27,2025-04-07,81989.08,cancelled,Москва,Санкт-Петербург
780,23,avia,2025-06-20,2025-07-07,176505.65,confirmed,Москва,Уфа
781,23,hotel,2025-11-04,2025-11-15,84224.4,confirmed,Сочи,Екатеринбург
782,9,train,2025-07-05,2025-07-25,3806.39,cancelled,Казань,Санкт-Петербург
783,47,avia,2025-03-24,2025-04-02,119955.91,confirmed,Сочи,Новосибирск
784,19,hotel,2025-12-07,2025-12-18,124626.44,confirmed,Казань,Сочи
785,36,train,2025-01-05,2025-01-17,14456.84,confirmed,Уфа,Новосибирск
786,10,train,2025-11-05,2025-11-26,4840.43,cancelled,Екатеринбург,Сочи
787,23,avia,2025-07-12,2025-07-28,208786.01,confirmed,Санкт-Петербург,Казань
788,37,train,2025-04-04,2025-04-21,16124.06,confirmed,Новосибирск,Екатеринбург
789,23,hotel,2025-08-15,2025-09-02,90056.76,cancelled,Москва,Уфа
790,34,avia,2025-06-20,2025-06-27,23015.24,confirmed,Новосибирск,Уфа
791,32,hotel,2025-06-16,2025-06-17,40428.11,confirmed,Екатеринбург,Казань
792,18,train,2025-09-28,2025-10-02,8868.82,confirmed,Санкт-Петербург,Москва
793,19,hotel,2025-07-03,2025-07-07,29626.6,confirmed,Екатеринбург,Казань
794,27,taxi,2025-04-13,2025-05-04,435.44,confirmed,Санкт-Петербург,Новосибирск
795,23,hotel,2025-04-03,2025-04-07,23463.5,confirmed,Санкт-Петербург,Казань
796,16,avia,2025-04-26,2025-04-30,57938.15,confirmed,Уфа,Новосибирск
797,1,train,2025-02-12,2025-03-05,12719.98,confirmed,Санкт-Петербург,Уфа
798,37,train,2025-05-27,2025-06-08,21937.36,confirmed,Казань,Екатеринбург
799,19,taxi,2025-01-28,2025-02-15,1673.43,confirmed,Новосибирск,Казань
800,14,train,2025-02-05,2025-02-24,5372.18,confirmed,Новосибирск,Казань
801,48,hotel,2025-05-11,2025-05-29,73788.79,cancelled,Москва,Уфа
802,25,train,2025-01-09,2025-01-15,8701.09,cancelled,Екатеринбург,Москва
803,26,hotel,2025-06-21,2025-07-09,20152.32,confirmed,Екатеринбург,Новосибирск
804,27,avia,2025-10-13,2025-10-20,202185.33,confirmed,Уфа,Казань
805,15,taxi,2025-10-25,2025-10-31,2721.41,confirmed,Санкт-Петербург,Уфа
806,29,taxi,2025-02-16,2025-02-19,3970.45,cancelled,Санкт-Петербург,Москва
807,33,hotel,2025-06-24,2025-07-11,122567.94,confirmed,Новосибирск,Екатеринбург
808,46,hotel,2025-02-08,2025-02-25,79394.67,confirmed,Москва,Уфа
809,17,avia,2025-03-17,2025-03-22,31765.87,cancelled,Сочи,Санкт-Петербург
810,29,avia,2025-12-21,2026-01-01,122524.66,confirmed,Екатеринбург,Санкт-Петербург
811,34,hotel,2025-12-04,2025-12-05,70071.43,confirmed,Казань,Уфа
812,44,avia,2025-04-16,2025-04-24,52082.6,confirmed,Уфа,Москва
813,27,avia,2025-10-12,2025-10-13,177881.13,confirmed,Новосибирск,Москва
814,21,train,2025-06-06,2025-06-26,16640.77,confirmed,Екатеринбург,Сочи
815,34,avia,2025-06-10,2025-06-24,91800.23,cancelled,Уфа,Москва
816,23,train,2025-08-26,2025-08-29,25853.15,confirmed,Москва,Екатеринбург
817,27,hotel,2025-11-25,2025-11-30,51486.1,confirmed,Казань,Москва
818,19,hotel,2025-06-23,2025-07-11,92655.75,confirmed,Сочи,Новосибирск
819,26,train,2025-01-06,2025-01-11,8846.89,confirmed,Москва,Новосибирск
820,42,avia,2025-05-09,2025-05-12,55453.09,confirmed,Сочи,Новосибирск
821,17,hotel,2025-09-03,2025-09-22,71890.45,confirmed,Новосибирск,Москва
822,23,taxi,2025-04-26,2025-05-17,2766.7,cancelled,Екатеринбург,Сочи
823,27,hotel,2025-01-05,2025-01-20,64391.26,confirmed,Новосибирск,Казань
824,46,hotel,2025-06-28,2025-07-10,72027.24,confirmed,Сочи,Екатеринбург
825,30,hotel,2025-04-12,2025-04-21,38471.83,confirmed,Казань,Екатеринбург
826,47,avia,2025-06-04,2025-06-07,47123.71,confirmed,Санкт-Петербург,Новосибирск
827,48,avia,2025-01-08,2025-01-28,75126.74,confirmed,Казань,Москва
828,27,avia,2025-01-04,2025-01-09,173478.59,confirmed,Москва,Санкт-Петербург
829,48,hotel,2025-04-10,2025-04-23,41715.65,confirmed,Сочи,Уфа
830,49,hotel,2025-01-07,2025-01-28,37968.62,confirmed,Москва,Екатеринбург
831,23,taxi,2025-09-16,2025-09-26,3978.04,confirmed,Уфа,Новосибирск
832,8,train,2025-06-28,2025-06-30,14068.16,confirmed,Санкт-Петербург,Екатеринбург
833,33,hotel,2025-08-11,2025-08-18,47422.71,confirmed,Екатеринбург,Санкт-Петербург
834,17,taxi,2025-11-14,2025-12-04,1312.3,cancelled,Казань,Новосибирск
835,46,train,2025-03-21,2025-03-25,8572.7,confirmed,Казань,Екатеринбург
836,45,avia,2025-05-07,2025-05-17,47937.82,confirmed,Москва,Уфа
837,4,taxi,2025-02-21,2025-03-03,1905.69,confirmed,Сочи,Уфа
838,1,avia,2025-08-15,2025-09-01,39659.56,confirmed,Москва,Сочи
839,36,train,2025-05-20,2025-05-30,11075.32,confirmed,Новосибирск,Сочи
840,13,avia,2025-11-25,2025-11-26,43204.61,confirmed,Казань,Уфа
841,39,hotel,2025-03-16,2025-03-18,20183.59,confirmed,Уфа,Сочи
842,23,avia,2025-03-09,2025-03-26,69047.02,confirmed,Сочи,Москва
843,33,hotel,2025-08-22,2025-09-10,126834.8,confirmed,Москва,Казань
844,21,hotel,2025-05-07,2025-05-08,41297.87,confirmed,Сочи,Санкт-Петербург
845,13,avia,2025-08-08,2025-08-26,67136.73,confirmed,Сочи,Москва
846,19,hotel,2025-02-12,2025-03-05,83930.35,confirmed,Екатеринбург,Санкт-Петербург
847,1,hotel,2025-10-28,2025-11-15,56241.16,confirmed,Москва,Санкт-Петербург
848,22,train,2025-06-25,2025-07-03,11213.95,confirmed,Казань,Уфа
849,45,hotel,2025-04-21,2025-05-01,46668.76,confirmed,Сочи,Новосибирск
850,14,hotel,2025-08-22,2025-08-30,10082.01,confirmed,Казань,Москва
851,34,avia,2025-02-26,2025-03-03,83689.43,confirmed,Уфа,Сочи
852,21,avia,2025-10-10,2025-10-17,31291.46,confirmed,Москва,Казань
853,29,hotel,2025-10-04,2025-10-17,19767.14,confirmed,Новосибирск,Сочи
854,10,train,2025-08-20,2025-08-22,6446.57,confirmed,Сочи,Уфа
855,17,taxi,2025-05-27,2025-06-17,2231.34,confirmed,Москва,Казань
856,31,train,2025-07-10,2025-07-29,9578.71,confirmed,Сочи,Новосибирск
857,17,hotel,2025-09-18,2025-10-08,62048.18,confirmed,Екатеринбург,Санкт-Петербург
858,9,hotel,2025-07-26,2025-08-04,35688.18,confirmed,Екатеринбург,Казань
859,37,hotel,2025-03-06,2025-03-11,79615.2,cancelled,Сочи,Санкт-Петербург
860,1,hotel,2025-06-21,2025-07-10,59769.07,confirmed,Санкт-Петербург,Казань
861,23,avia,2025-03-26,2025-04-06,139786.88,confirmed,Сочи,Уфа
862,45,avia,2025-06-28,2025-07-04,29238.83,cancelled,Екатеринбург,Уфа
863,27,avia,2025-02-15,2025-03-05,119255.16,confirmed,Санкт-Петербург,Москва
864,4,taxi,2025-07-03,2025-07-11,2007.36,confirmed,Уфа,Санкт-Петербург
865,14,hotel,2025-09-24,2025-09-25,39169.97,confirmed,Санкт-Петербург,Новосибирск
866,10,avia,2025-01-11,2025-01-21,98136.06,confirmed,Уфа,Сочи
867,27,hotel,2025-03-18,2025-03-21,95665.33,confirmed,Москва,Сочи
868,27,taxi,2025-09-05,2025-09-14,3559.71,confirmed,Казань,Санкт-Петербург
869,1,avia,2025-12-04,2025-12-06,50151.94,confirmed,Санкт-Петербург,Казань
870,33,hotel,2025-08-11,2025-08-30,93153.53,confirmed,Уфа,Казань
871,26,hotel,2025-11-16,2025-11-26,10284.02,cancelled,Уфа,Санкт-Петербург
872,18,hotel,2025-07-18,2025-08-01,3311.76,confirmed,Москва,Сочи
873,32,hotel,2025-05-10,2025-05-19,45067.47,confirmed,Санкт-Петербург,Екатеринбург
874,45,avia,2025-03-20,2025-03-27,28947.81,confirmed,Уфа,Екатеринбург
875,29,avia,2025-01-17,2025-01-29,117469.33,cancelled,Сочи,Казань
876,15,hotel,2025-07-27,2025-08-12,32994.15,confirmed,Казань,Уфа
877,33,avia,2025-09-05,2025-09-16,186057.23,confirmed,Новосибирск,Сочи
878,35,hotel,2025-04-15,2025-05-02,54888.66,confirmed,Казань,Новосибирск
879,29,avia,2025-02-27,2025-03-18,105201.41,confirmed,Уфа,Санкт-Петербург
880,23,taxi,2025-11-01,2025-11-15,2041.41,confirmed,Москва,Новосибирск
881,33,hotel,2025-04-21,2025-04-27,17369.41,confirmed,Казань,Уфа
882,45,taxi,2025-06-03,2025-06-14,3349.95,confirmed,Новосибирск,Казань
883,33,hotel,2025-07-26,2025-08-08,40520.55,confirmed,Казань,Санкт-Петербург
884,23,avia,2025-09-23,2025-09-27,207786.39,confirmed,Санкт-Петербург,Москва
885,48,avia,2025-06-16,2025-07-05,43627.38,confirmed,Екатеринбург,Уфа
886,42,avia,2025-02-23,2025-03-09,74494.48,confirmed,Санкт-Петербург,Екатеринбург
887,45,hotel,2025-04-14,2025-04-23,25175.86,cancelled,Уфа,Казань
888,19,avia,2025-01-17,2025-01-19,135807.14,confirmed,Сочи,Санкт-Петербург
889,33,hotel,2025-10-16,2025-10-23,131192.94,cancelled,Сочи,Екатеринбург
890,27,avia,2025-06-23,2025-07-08,87884.81,confirmed,Казань,Сочи
891,37,taxi,2025-04-24,2025-05-05,3549.6,confirmed,Москва,Сочи
892,8,avia,2025-04-14,2025-04-20,21028.48,cancelled,Москва,Сочи
893,27,avia,2025-11-13,2025-11-23,142632.1,confirmed,Екатеринбург,Санкт-Петербург
894,41,hotel,2025-03-24,2025-03-25,23576.51,confirmed,Новосибирск,Казань
895,23,hotel,2025-10-18,2025-11-04,117272.21,confirmed,Казань,Москва
896,48,avia,2025-02-20,2025-03-08,119953.59,confirmed,Сочи,Москва
897,39,avia,2025-03-11,2025-03-25,44240.03,confirmed,Москва,Екатеринбург
898,25,hotel,2025-11-26,2025-12-15,52206.89,confirmed,Казань,Екатеринбург
899,29,train,2025-10-01,2025-10-16,11381.77,confirmed,Санкт-Петербург,Москва
900,1,avia,2025-04-15,2025-05-04,54707.97,confirmed,Уфа,Казань
901,46,avia,2025-05-12,2025-05-29,28623.33,confirmed,Новосибирск,Москва
902,27,train,2025-11-12,2025-11-18,32961.74,confirmed,Екатеринбург,Уфа
903,34,hotel,2025-01-21,2025-01-22,11790.56,confirmed,Сочи,Казань
904,6,avia,2025-09-03,2025-09-20,51509.6,confirmed,Уфа,Казань
905,13,taxi,2025-07-01,2025-07-13,3485.01,confirmed,Казань,Сочи
906,1,avia,2025-05-26,2025-06-06,124190.28,confirmed,Новосибирск,Санкт-Петербург
907,19,avia,2025-08-27,2025-08-31,81580.62,confirmed,Новосибирск,Екатеринбург
908,25,avia,2025-06-23,2025-07-11,48425.06,cancelled,Уфа,Санкт-Петербург
909,8,hotel,2025-09-27,2025-10-16,81795.9,confirmed,Екатеринбург,Новосибирск
910,29,taxi,2025-07-10,2025-07-27,3988.34,confirmed,Екатеринбург,Уфа
911,10,hotel,2025-05-13,2025-05-27,50952.83,confirmed,Уфа,Новосибирск
912,23,taxi,2025-06-22,2025-06-30,3766.8,confirmed,Сочи,Казань
913,34,taxi,2025-06-24,2025-06-29,3177.08,confirmed,Сочи,Санкт-Петербург
914,17,avia,2025-07-13,2025-07-21,51712.69,confirmed,Екатеринбург,Новосибирск
915,19,train,2025-08-22,2025-09-03,4536.98,confirmed,Сочи,Екатеринбург
916,43,avia,2025-04-02,2025-04-05,11139.57,confirmed,Сочи,Уфа
917,48,avia,2025-04-21,2025-05-07,43485.73,confirmed,Санкт-Петербург,Москва
918,4,taxi,2025-03-02,2025-03-12,1168.76,confirmed,Екатеринбург,Новосибирск
919,39,hotel,2025-04-07,2025-04-13,42214.95,confirmed,Сочи,Новосибирск
920,15,avia,2025-11-09,2025-11-22,76868.27,confirmed,Санкт-Петербург,Екатеринбург
921,16,train,2025-10-23,2025-11-08,12205.97,confirmed,Москва,Казань
922,21,hotel,2025-08-26,2025-09-07,16114.53,confirmed,Казань,Новосибирск
923,38,taxi,2025-06-24,2025-06-28,3053.83,confirmed,Москва,Екатеринбург
924,19,train,2025-11-18,2025-11-28,26813.45,confirmed,Казань,Екатеринбург
925,11,taxi,2025-08-25,2025-09-05,339.03,confirmed,Новосибирск,Уфа
926,20,train,2025-07-11,2025-07-26,8554.67,confirmed,Новосибирск,Уфа
927,11,hotel,2025-07-14,2025-08-03,24871.47,confirmed,Сочи,Новосибирск
928,22,avia,2025-08-21,2025-08-30,29901.2,confirmed,Сочи,Новосибирск
929,10,avia,2025-09-11,2025-09-18,58719.18,confirmed,Санкт-Петербург,Уфа
930,1,avia,2025-03-02,2025-03-04,91263.52,confirmed,Уфа,Екатеринбург
931,37,hotel,2025-05-08,2025-05-17,20706.08,confirmed,Уфа,Санкт-Петербург
932,33,avia,2025-02-03,2025-02-15,193554.9,confirmed,Казань,Санкт-Петербург
933,4,taxi,2025-02-09,2025-02-16,3349.51,confirmed,Санкт-Петербург,Уфа
934,15,train,2025-04-10,2025-04-27,11274.22,confirmed,Новосибирск,Уфа
935,46,hotel,2025-01-28,2025-02-05,4940.06,confirmed,Санкт-Петербург,Уфа
936,4,hotel,2025-07-02,2025-07-07,53503.49,confirmed,Казань,Новосибирск
937,4,train,2025-12-10,2025-12-21,12918.46,confirmed,Уфа,Санкт-Петербург
938,23,avia,2025-02-16,2025-02-20,113673.88,confirmed,Сочи,Екатеринбург
939,19,train,2025-09-08,2025-09-16,12279.62,confirmed,Санкт-Петербург,Сочи
940,1,train,2025-12-23,2025-12-27,5882.99,confirmed,Новосибирск,Москва
941,37,avia,2025-05-22,2025-05-27,102564.26,confirmed,Москва,Санкт-Петербург
942,1,avia,2025-08-04,2025-08-14,87759.31,confirmed,Сочи,Казань
943,35,avia,2025-05-05,2025-05-17,28038.16,confirmed,Екатеринбург,Казань
944,21,hotel,2025-05-03,2025-05-05,83500.07,confirmed,Казань,Сочи
945,4,avia,2025-08-16,2025-09-05,42559.55,confirmed,Москва,Екатеринбург
946,34,avia,2025-05-15,2025-05-24,16840.63,confirmed,Екатеринбург,Санкт-Петербург
947,9,hotel,2025-12-26,2025-12-31,19394.93,confirmed,Казань,Новосибирск
948,8,train,2025-08-12,2025-08-17,20124.07,confirmed,Санкт-Петербург,Казань
949,27,avia,2025-05-27,2025-06-06,188803.07,confirmed,Екатеринбург,Санкт-Петербург
950,19,hotel,2025-08-05,2025-08-08,15271.67,cancelled,Санкт-Петербург,Екатеринбург
951,10,hotel,2025-03-09,2025-03-23,66656.8,confirmed,Санкт-Петербург,Уфа
952,23,train,2025-11-03,2025-11-10,22074.09,cancelled,Уфа,Екатеринбург
953,23,avia,2025-04-26,2025-05-03,186361.81,cancelled,Сочи,Екатеринбург
954,45,avia,2025-06-21,2025-06-28,63930.13,cancelled,Москва,Уфа
955,44,avia,2025-02-28,2025-03-06,8273.67,cancelled,Уфа,Екатеринбург
956,29,taxi,2025-03-06,2025-03-23,3313.17,confirmed,Москва,Уфа
957,15,avia,2025-04-04,2025-04-07,113134.51,confirmed,Москва,Сочи
958,14,hotel,2025-01-20,2025-01-28,68893.01,confirmed,Уфа,Екатеринбург
959,33,hotel,2025-04-05,2025-04-18,148631.83,cancelled,Екатеринбург,Москва
960,21,train,2025-05-02,2025-05-05,9557.18,cancelled,Уфа,Москва
