year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance
2013,3,11,539,-6,854,-29,B6,N640JB,725,JFK,BQN,175,1576
2013,3,11,551,-9,654,-21,EV,N829AS,5716,JFK,IAD,44,228
2013,3,11,551,-9,650,-13,US,N702UW,2114,LGA,BOS,42,184
2013,3,11,552,-8,920,-5,UA,N508UA,303,JFK,SFO,356,2586
2013,3,11,553,-7,712,-21,UA,N438UA,997,LGA,ORD,118,733
2013,3,11,554,-6,831,-18,B6,N796JB,145,JFK,PBI,141,1028
2013,3,11,555,-5,823,-26,B6,N746JB,79,JFK,MCO,131,944
2013,3,11,555,-5,817,-8,MQ,N516MQ,4650,LGA,ATL,121,762
2013,3,11,555,-10,800,-5,MQ,N737MQ,4401,LGA,DTW,93,502
2013,3,11,556,-4,903,-7,AA,N3EHAA,707,LGA,DFW,226,1389
2013,3,11,556,-4,709,-14,B6,N192JB,208,JFK,BUF,57,301
2013,3,11,556,-4,848,-13,B6,N598JB,371,LGA,FLL,146,1076
2013,3,11,556,-4,828,-2,DL,N659DL,461,LGA,ATL,125,762
2013,3,11,556,-4,657,-2,US,N765US,2161,LGA,DCA,45,214
2013,3,11,557,-3,813,8,EV,N398CA,5020,LGA,MEM,149,963
2013,3,11,557,-8,849,-18,B6,N637JB,501,JFK,FLL,145,1069
2013,3,11,558,-2,710,-14,EV,N833AS,5689,LGA,IAD,45,229
2013,3,11,558,-2,839,-17,B6,N562JB,507,EWR,FLL,143,1065
2013,3,11,558,-2,847,-19,UA,N17719,1431,EWR,DFW,217,1372
2013,3,11,600,0,731,-14,AA,N3AXAA,301,LGA,ORD,123,733
2013,3,11,600,0,848,-23,UA,N39297,1077,EWR,MIA,148,1085
2013,3,11,601,1,843,28,FL,N330AT,345,LGA,ATL,133,762
2013,3,11,602,-8,915,-10,UA,N557UA,797,JFK,LAX,341,2475
2013,3,11,603,-7,814,-41,UA,N595UA,511,EWR,LAS,292,2227
2013,3,11,604,-6,711,-15,EV,N17984,4354,EWR,IAD,43,212
2013,3,11,604,2,718,-8,EV,N13955,4608,EWR,MKE,114,725
2013,3,11,605,-12,915,-7,UA,N73251,1072,LGA,IAH,224,1416
2013,3,11,606,-9,719,-4,B6,N318JB,380,EWR,BOS,46,200
2013,3,11,606,-4,756,-20,DL,N324US,1919,LGA,MSP,145,1020
2013,3,11,607,-3,905,-13,B6,N599JB,135,JFK,RSW,162,1074
2013,3,11,607,-8,805,-15,US,N715UW,829,JFK,CLT,81,541
2013,3,11,610,-5,756,-22,EV,N738EV,4901,EWR,MSP,146,1008
2013,3,11,610,0,901,-14,AA,N3FPAA,1837,LGA,MIA,143,1096
2013,3,11,610,10,804,4,DL,N347NB,731,LGA,DTW,88,502
2013,3,11,610,-5,740,-10,MQ,N730MQ,4518,LGA,RDU,63,431
2013,3,11,612,7,830,13,EV,N21130,4603,EWR,CVG,107,569
2013,3,11,613,13,809,13,EV,N753EV,5068,EWR,DTW,91,488
2013,3,11,613,-2,900,16,DL,N306DQ,1743,JFK,ATL,133,760
2013,3,11,614,14,734,14,WN,N8308K,430,LGA,MDW,115,725
2013,3,11,615,0,732,-8,WN,N287WN,1972,EWR,MDW,118,711
2013,3,11,615,5,923,-18,UA,N819UA,421,EWR,SFO,340,2565
2013,3,11,618,-2,947,-15,B6,N729JB,709,JFK,SJU,177,1598
2013,3,11,622,-8,833,2,US,N183UW,1507,EWR,CLT,82,529
2013,3,11,623,-7,820,-10,MQ,N508MQ,4576,LGA,CLT,89,544
2013,3,11,624,-6,834,4,MQ,N530MQ,4599,LGA,MSP,155,1020
2013,3,11,625,-6,732,-8,B6,N806JB,1002,JFK,BOS,39,187
2013,3,11,625,-5,752,-19,UA,N854UA,429,EWR,CLE,68,404
2013,3,11,625,-5,810,-33,US,N198UW,1433,LGA,CLT,83,544
2013,3,11,627,-3,740,-9,EV,N13970,4533,EWR,BUF,50,282
2013,3,11,627,-3,956,-44,AA,N3GRAA,413,JFK,SJU,182,1598
2013,3,11,627,-3,914,13,DL,N680DA,2057,LGA,ATL,130,762
2013,3,11,627,-2,900,11,DL,N368NB,575,EWR,ATL,125,746
2013,3,11,627,-3,848,-31,US,N672AW,654,JFK,PHX,285,2153
2013,3,11,628,-2,812,-6,EV,N13903,4334,EWR,CMH,77,463
2013,3,11,628,-2,745,-15,EV,N16918,4381,EWR,PIT,56,319
2013,3,11,629,-1,813,3,AA,N3FMAA,303,LGA,ORD,127,733
2013,3,11,629,-1,811,4,B6,N292JB,905,JFK,ORD,129,740
2013,3,11,629,-1,924,-2,B6,N531JB,983,LGA,TPA,147,1010
2013,3,11,629,-1,838,-36,UA,N476UA,216,EWR,PHX,285,2133
2013,3,11,629,-1,855,-30,UA,N440UA,707,EWR,MCO,130,937
2013,3,11,630,-4,956,5,UA,N38727,1276,EWR,AUS,253,1504
2013,3,11,631,-4,945,5,AA,N3JEAA,711,LGA,DFW,223,1389
2013,3,11,633,3,914,9,EV,N13202,3828,EWR,ATL,130,746
2013,3,11,633,3,840,-7,EV,N14180,4250,EWR,IND,104,645
2013,3,11,636,3,757,12,EV,N16571,4241,EWR,DCA,58,199
2013,3,11,636,6,827,7,WN,N8310C,112,LGA,STL,144,888
2013,3,11,637,2,739,-16,UA,N81449,1107,EWR,BOS,41,200
2013,3,11,638,8,845,0,EV,N14558,4471,EWR,CLT,86,529
2013,3,11,638,8,819,9,EV,N11109,5667,EWR,RDU,68,416
2013,3,11,638,-5,837,-29,UA,N459UA,311,EWR,DEN,215,1605
2013,3,11,640,-5,924,16,DL,N342NW,2006,LGA,MSY,193,1183
2013,3,11,640,-5,850,4,US,N169UW,1281,EWR,CLT,82,529
2013,3,11,641,-8,847,-33,UA,N530UA,343,LGA,DEN,214,1620
2013,3,11,642,0,841,-9,EV,N17185,4626,EWR,MSP,146,1008
2013,3,11,642,12,916,-12,UA,N77295,1115,EWR,TPA,137,997
2013,3,11,643,33,940,30,AA,N613AA,1895,EWR,MIA,143,1085
2013,3,11,644,6,934,-17,UA,N511UA,387,EWR,LAX,317,2454
2013,3,11,648,-8,1019,55,B6,N652JB,117,JFK,MSY,214,1182
2013,3,11,651,-9,946,-39,UA,N555UA,347,JFK,SFO,339,2586
2013,3,11,653,-2,804,-9,B6,N354JB,1305,JFK,IAD,45,228
2013,3,11,653,-7,751,-16,US,N951UW,2116,LGA,BOS,40,184
2013,3,11,654,-6,926,-5,DL,N900PC,1547,LGA,ATL,127,762
2013,3,11,654,-6,957,-32,UA,N14704,1162,EWR,SNA,334,2434
2013,3,11,654,-6,943,-15,UA,N77520,1627,EWR,PBI,142,1023
2013,3,11,655,-5,1011,-33,DL,N705TW,1865,JFK,SFO,351,2586
2013,3,11,655,0,824,-1,WN,N933WN,3048,LGA,MKE,123,738
2013,3,11,656,-4,805,-2,US,N712US,2163,LGA,DCA,52,214
2013,3,11,657,-3,843,-7,AA,N4YKAA,305,LGA,ORD,124,733
2013,3,11,657,-3,947,-28,AA,N3BRAA,2279,LGA,MIA,150,1096
2013,3,11,657,-3,1207,NA,WN,N384SW,815,EWR,HOU,NA,1411
2013,3,11,658,-2,952,-38,DL,N704X,763,JFK,LAX,318,2475
2013,3,11,658,-7,932,-8,MQ,N711MQ,4534,LGA,XNA,185,1147
2013,3,11,658,-2,843,4,UA,N485UA,287,LGA,ORD,125,733
2013,3,11,658,-2,959,-9,UA,N33289,1701,EWR,FLL,157,1065
2013,3,11,659,4,1017,-5,DL,N661DN,1415,JFK,SLC,281,1990
2013,3,11,701,-4,835,-2,EV,N12996,4547,EWR,BNA,127,748
2013,3,11,701,-9,956,-26,B6,N635JB,201,JFK,FLL,149,1069
2013,3,11,701,-4,946,-5,DL,N662DN,2285,LGA,MCO,129,950
2013,3,11,703,-6,946,-23,B6,N563JB,987,JFK,MCO,130,944
2013,3,11,704,-6,833,-17,MQ,N5PBMQ,3737,EWR,ORD,117,719
2013,3,11,706,1,1002,-10,DL,N904DL,1879,LGA,FLL,156,1076
2013,3,11,708,-2,1006,-29,VX,N636VA,399,JFK,LAX,332,2475
2013,3,11,710,10,932,12,EV,N16963,4122,EWR,SDF,121,642
2013,3,11,710,-5,1017,-18,AA,N3JFAA,825,JFK,FLL,156,1069
2013,3,11,711,-4,903,-15,DL,N903DE,831,LGA,DTW,86,502
2013,3,11,712,-3,1020,-25,AA,N5BTAA,443,JFK,MIA,151,1089
2013,3,11,714,14,846,9,UA,N451UA,533,EWR,ORD,123,719
2013,3,11,715,15,1002,-9,UA,N76519,1525,EWR,RSW,151,1068
2013,3,11,718,3,1016,-21,B6,N712JB,671,JFK,LAX,327,2475
2013,3,11,724,-1,1005,-25,AS,N524AS,21,EWR,SEA,325,2402
2013,3,11,725,-5,1020,-20,AA,N4WVAA,2083,EWR,DFW,212,1372
2013,3,11,725,-5,840,-3,B6,N607JB,44,JFK,SYR,41,209
2013,3,11,726,-4,1026,-14,AA,N4WTAA,715,LGA,DFW,222,1389
2013,3,11,728,-2,1044,-26,VX,N837VA,11,JFK,SFO,352,2586
2013,3,11,728,-2,946,-19,WN,N782SA,2692,LGA,DEN,232,1620
2013,3,11,728,-2,1031,-3,UA,N14230,1456,LGA,IAH,225,1416
2013,3,11,729,0,1005,-21,B6,N708JB,361,LGA,PBI,139,1035
2013,3,11,729,-6,903,-7,WN,N482WN,824,EWR,BNA,131,748
2013,3,11,730,-5,853,-25,EV,N21154,3809,EWR,GSO,66,445
2013,3,11,730,0,1018,-42,AA,N320AA,33,JFK,LAX,325,2475
2013,3,11,731,-5,1040,-35,B6,N821JB,643,JFK,SFO,346,2586
2013,3,11,733,34,1032,33,AA,N5EYAA,1815,JFK,MCO,140,944
2013,3,11,734,4,836,-13,UA,N73278,1199,EWR,BOS,44,200
2013,3,11,738,-9,837,-20,EV,N13132,4575,EWR,MHT,38,209
2013,3,11,738,-2,1027,-17,B6,N648JB,341,JFK,SRQ,148,1041
2013,3,11,740,-5,917,-13,AA,N4XVAA,309,LGA,ORD,118,733
2013,3,11,740,-5,1005,-6,DL,N332NB,807,EWR,ATL,119,746
2013,3,11,741,-4,1041,-19,DL,N712TW,183,JFK,SEA,337,2422
2013,3,11,742,-3,1018,-21,UA,N37287,1592,EWR,MCO,142,937
2013,3,11,745,5,949,1,EV,N12569,4676,EWR,GRR,97,605
2013,3,11,747,-4,953,-6,EV,N11113,4532,EWR,CHS,93,628
2013,3,11,747,-8,941,-37,9E,N909XJ,3353,JFK,DTW,88,509
2013,3,11,748,-9,920,-25,9E,N8932C,3611,JFK,PIT,70,340
2013,3,11,748,-7,946,-21,9E,N8923A,3879,EWR,CVG,98,569
2013,3,11,749,-10,858,-38,UA,N437UA,393,EWR,ORD,110,719
2013,3,11,750,0,1030,-15,B6,N536JB,389,LGA,MCO,138,950
2013,3,11,750,-10,1047,-38,UA,N510UA,397,JFK,SFO,336,2586
2013,3,11,750,-5,949,-18,US,N563UW,1733,LGA,CLT,84,544
2013,3,11,751,-4,1047,-23,AA,N3JPAA,2267,LGA,MIA,149,1096
2013,3,11,751,1,955,-20,WN,N723SW,1705,EWR,DEN,223,1605
2013,3,11,752,142,1114,167,UA,N12238,1714,LGA,IAH,245,1416
2013,3,11,752,0,1108,-39,UA,N33132,1481,EWR,SJU,180,1608
2013,3,11,753,1,941,-2,EV,N16961,4709,EWR,STL,147,872
2013,3,11,754,-1,1011,-15,UA,N564UA,495,LGA,DEN,230,1620
2013,3,11,754,-6,923,6,US,N752US,2165,LGA,DCA,57,214
2013,3,11,756,-3,1040,8,DL,N668DN,2047,LGA,ATL,125,762
2013,3,11,756,-4,900,-8,US,N944UW,2118,LGA,BOS,38,184
2013,3,11,757,22,951,16,EV,N13969,4344,EWR,DTW,86,488
2013,3,11,757,-7,959,-27,EV,N34111,4157,EWR,OMA,161,1134
2013,3,11,759,-7,907,-12,B6,N239JB,1172,EWR,BOS,49,200
2013,3,11,759,-1,1055,-21,B6,N523JB,553,EWR,RSW,155,1068
2013,3,11,800,-5,1057,-8,DL,N976DL,1109,LGA,TPA,146,1010
2013,3,11,800,120,915,100,MQ,N544MQ,3768,EWR,ORD,106,719
2013,3,11,801,1,949,-15,B6,N238JB,1273,JFK,CHS,91,636
2013,3,11,801,1,1011,11,B6,N317JB,219,JFK,CLT,87,541
2013,3,11,802,-8,908,-17,AA,N3HTAA,1838,JFK,BOS,45,187
2013,3,11,803,40,1109,49,UA,N519UA,321,EWR,IAH,212,1400
2013,3,11,804,-6,1030,0,FL,N896AT,346,LGA,ATL,121,762
2013,3,11,804,-6,1052,-39,DL,N966DL,2143,JFK,MIA,146,1089
2013,3,11,805,-5,1135,-40,AA,N5EXAA,655,JFK,STT,184,1623
2013,3,11,805,-5,956,-24,DL,N994DL,2119,LGA,MSP,143,1020
2013,3,11,806,-4,1036,3,9E,N8921B,3635,JFK,CHS,94,636
2013,3,11,807,-3,1047,-36,DL,N330NW,1271,JFK,FLL,146,1069
2013,3,11,809,-1,1002,-35,9E,N930XJ,3538,JFK,MSP,147,1029
2013,3,11,809,-6,1047,2,DL,N366NW,914,LGA,DEN,223,1620
2013,3,11,809,-6,1104,-11,DL,N304DQ,1167,JFK,TPA,155,1005
2013,3,11,809,-1,1038,-17,DL,N387DA,1429,JFK,LAS,300,2248
2013,3,11,810,-6,1007,-6,EV,N14998,4600,EWR,MEM,157,946
2013,3,11,810,-5,936,-24,EV,N752EV,5166,LGA,BNA,119,764
2013,3,11,810,2,910,-13,EV,N15572,4233,EWR,BTV,44,266
2013,3,11,811,1,1136,12,DL,N315NB,2070,LGA,RSW,175,1080
2013,3,11,811,-4,958,-12,MQ,N717MQ,4490,LGA,CMH,85,479
2013,3,11,811,-4,1007,-8,US,N662AW,675,EWR,CLT,81,529
2013,3,11,813,-7,1107,-17,B6,N592JB,901,JFK,FLL,150,1069
2013,3,11,813,-7,947,-8,MQ,N514MQ,4655,LGA,BNA,130,764
2013,3,11,814,29,1126,1,AA,N327AA,59,JFK,SFO,350,2586
2013,3,11,814,4,949,-6,MQ,N845MQ,4406,JFK,RDU,67,427
2013,3,11,815,-5,1003,-14,EV,N11548,4691,EWR,DAY,89,533
2013,3,11,815,10,1114,8,DL,N336NW,2395,LGA,PBI,150,1035
2013,3,11,816,-4,936,-8,9E,N812AY,4051,JFK,BWI,41,184
2013,3,11,817,12,1049,-3,EV,N371CA,5079,LGA,JAX,117,833
2013,3,11,818,3,957,-11,9E,N929XJ,3521,JFK,ORD,125,740
2013,3,11,818,-11,1100,-3,B6,N283JB,611,JFK,JAX,131,828
2013,3,11,820,-4,952,-22,EV,N12924,4548,EWR,RDU,64,416
2013,3,11,820,-15,1112,-22,B6,N638JB,517,EWR,MCO,134,937
2013,3,11,821,-4,1054,-39,B6,N519JB,181,JFK,SAN,315,2446
2013,3,11,823,-2,1020,-6,US,N653AW,487,JFK,CLT,86,541
2013,3,11,824,-6,1052,-50,UA,N577UA,999,EWR,SAN,315,2425
2013,3,11,824,8,1128,-18,UA,N73299,1290,EWR,SFO,345,2565
2013,3,11,825,-3,1100,-32,UA,N39415,1718,EWR,MCO,135,937
2013,3,11,826,-4,1042,-24,F9,N204FR,835,LGA,DEN,228,1620
2013,3,11,826,27,1124,18,UA,N407UA,288,EWR,DFW,210,1372
2013,3,11,827,-3,1005,-10,AA,N4YPAA,313,LGA,ORD,124,733
2013,3,11,827,0,1143,-33,B6,N564JB,403,JFK,SJU,179,1598
2013,3,11,827,-3,936,-19,WN,N262WN,435,EWR,MDW,106,711
2013,3,11,828,-2,1048,-20,DL,N992DL,269,JFK,ATL,115,760
2013,3,11,830,5,950,5,MQ,N846MQ,4418,JFK,DCA,54,213
2013,3,11,831,-4,1040,-34,DL,N374DA,2170,JFK,PHX,292,2153
2013,3,11,832,-5,1022,-21,EV,N14162,4297,EWR,DTW,85,488
2013,3,11,832,-3,1105,-35,DL,N958DL,1959,JFK,MCO,131,944
2013,3,11,832,1,1118,-33,UA,N57855,1223,EWR,LAX,318,2454
2013,3,11,834,-1,958,-3,EV,N13992,4224,EWR,PWM,54,284
2013,3,11,834,-4,944,-13,UA,N431UA,709,EWR,BOS,41,200
2013,3,11,835,0,1140,-10,AA,N3AMAA,717,LGA,DFW,223,1389
2013,3,11,835,0,1103,-2,MQ,N511MQ,4610,LGA,ATL,119,762
2013,3,11,835,-5,1124,-26,UA,N560UA,443,JFK,LAX,327,2475
2013,3,11,838,-2,1012,-2,9E,N925XJ,3330,JFK,DCA,46,213
2013,3,11,838,-2,1027,-3,MQ,N713MQ,4521,LGA,RDU,72,431
2013,3,11,839,9,939,-5,EV,N15912,4249,EWR,SYR,36,195
2013,3,11,839,-6,1221,-29,AA,N5FKAA,1357,JFK,SJU,184,1598
2013,3,11,840,-5,1039,-18,US,N725UW,1429,LGA,CLT,90,544
2013,3,11,841,6,1013,17,EV,N13979,4409,EWR,RIC,56,277
2013,3,11,842,20,1107,22,EV,N14116,4140,EWR,XNA,170,1131
2013,3,11,843,-2,1010,-25,9E,N8884E,4220,JFK,RDU,64,427
2013,3,11,843,-7,1025,-10,MQ,N725MQ,4558,LGA,CLE,69,419
2013,3,11,846,-4,1158,-9,B6,N274JB,1061,JFK,AUS,232,1521
2013,3,11,846,-4,1136,-9,B6,N179JB,59,JFK,TPA,150,1005
2013,3,11,846,1,1118,-35,UA,N11206,1296,EWR,PBI,132,1023
2013,3,11,847,-3,950,-21,9E,N602LR,3314,JFK,BOS,42,187
2013,3,11,851,-4,1047,-21,EV,N197PQ,4984,EWR,DTW,80,488
2013,3,11,852,-8,1059,-21,EV,N17159,4689,EWR,MCI,151,1092
2013,3,11,852,22,1035,10,AA,N541AA,1855,LGA,STL,134,888
2013,3,11,854,-6,1206,-8,UA,N416UA,283,LGA,IAH,219,1416
2013,3,11,855,-5,1045,-31,DL,N391DA,181,LGA,DTW,82,502
2013,3,11,855,-5,1211,-5,DL,N301NB,874,LGA,MIA,165,1096
2013,3,11,855,-5,1001,-19,US,N955UW,2120,LGA,BOS,42,184
2013,3,11,856,-4,1201,-23,DL,N723TW,120,JFK,LAX,322,2475
2013,3,11,856,-4,1035,-4,UA,N839UA,544,LGA,ORD,115,733
2013,3,11,857,-3,1206,-14,AA,N5CBAA,647,JFK,MIA,153,1089
2013,3,11,857,-3,1132,3,DL,N305DQ,485,EWR,ATL,122,746
2013,3,11,857,-3,1157,14,DL,N674DL,1747,LGA,ATL,127,762
2013,3,11,857,-3,1035,13,US,N747UW,2167,LGA,DCA,50,214
2013,3,11,858,-2,1031,-4,EV,N754EV,5025,LGA,BTV,41,258
2013,3,11,858,-2,1158,-10,UA,N75436,1170,EWR,FLL,152,1065
2013,3,11,901,121,1222,133,DL,N999DN,2003,LGA,MIA,154,1096
2013,3,11,902,8,1040,-3,UA,N448UA,265,EWR,CLE,64,404
2013,3,11,902,-1,1207,-6,UA,N24706,1591,EWR,IAH,218,1400
2013,3,11,903,3,1202,-18,AA,N328AA,1,JFK,LAX,334,2475
2013,3,11,903,-2,1114,-1,MQ,N736MQ,4478,LGA,DTW,91,502
2013,3,11,904,-11,1225,-7,DL,N378NW,2379,LGA,FLL,161,1076
2013,3,11,906,-4,1033,-20,B6,N346JB,885,JFK,RDU,67,427
2013,3,11,906,-4,1018,-14,B6,N206JB,20,JFK,ROC,52,264
2013,3,11,907,8,1200,-19,UA,N76514,1581,EWR,SEA,327,2402
2013,3,11,908,8,1012,-5,B6,N249JB,56,JFK,BTV,45,266
2013,3,11,908,-6,1150,-16,B6,N641JB,883,JFK,MCO,131,944
2013,3,11,908,-2,1204,-9,DL,N327NW,1885,LGA,MCO,132,950
2013,3,11,908,-2,1215,-20,VX,N641VA,407,JFK,LAX,337,2475
2013,3,11,910,-4,1145,-25,B6,N587JB,57,JFK,PBI,136,1028
2013,3,11,911,1,1249,-22,UA,N16703,1519,EWR,STT,191,1634
2013,3,11,913,-2,1231,-45,DL,N3768,301,JFK,SJU,179,1598
2013,3,11,916,-4,1207,-33,AA,N4WSAA,1589,EWR,DFW,210,1372
2013,3,11,916,-4,1125,0,MQ,N525MQ,4582,LGA,CLT,87,544
2013,3,11,917,-1,1018,-7,B6,N583JB,1004,JFK,BOS,40,187
2013,3,11,919,-1,1218,-27,AA,N571AA,721,LGA,DFW,212,1389
2013,3,11,920,-10,1029,-33,9E,N8598B,3613,JFK,ROC,47,264
2013,3,11,920,20,1133,-2,UA,N14102,1643,EWR,DEN,224,1605
2013,3,11,925,-4,1121,-14,EV,N13997,4161,EWR,CLT,83,529
2013,3,11,926,-4,1245,2,B6,N649JB,1639,LGA,RSW,157,1080
2013,3,11,926,-4,1245,-10,WN,N200WN,739,EWR,AUS,239,1504
2013,3,11,930,-5,1234,-13,B6,N633JB,375,LGA,FLL,154,1076
2013,3,11,931,2,1143,-29,UA,N569UA,652,EWR,LAS,295,2227
2013,3,11,931,2,1134,-48,UA,N39728,1597,EWR,EGE,230,1725
2013,3,11,934,-1,1102,-18,WN,N456WN,2074,LGA,MDW,118,725
2013,3,11,936,-4,1055,-15,EV,N760EV,4948,LGA,PWM,47,269
2013,3,11,937,12,1050,3,B6,N552JB,108,JFK,BUF,48,301
2013,3,11,939,9,1217,17,9E,N8554A,4065,LGA,SDF,117,659
2013,3,11,939,-1,1240,-10,AA,N3HAAA,1871,LGA,MIA,146,1096
2013,3,11,940,5,1211,-19,VX,N842VA,251,JFK,LAS,311,2248
2013,3,11,941,-4,1108,-17,WN,N738CB,1809,LGA,MKE,115,738
2013,3,11,942,13,1043,-1,EV,N16951,4636,EWR,DCA,44,199
2013,3,11,946,-9,1229,-28,B6,N571JB,503,EWR,FLL,141,1065
2013,3,11,947,-13,1055,-13,US,N946UW,2122,LGA,BOS,40,184
2013,3,11,950,-6,1217,-23,B6,N586JB,197,JFK,LAS,300,2248
2013,3,11,953,-7,1526,-4,HA,N389HA,51,JFK,HNL,665,4983
2013,3,11,953,-1,1233,-31,UA,N460UA,255,EWR,FLL,145,1065
2013,3,11,954,-6,1316,-18,DL,N718TW,1765,JFK,SFO,352,2586
2013,3,11,955,-5,1126,-8,FL,N951AT,353,LGA,CAK,63,397
2013,3,11,955,44,1247,27,UA,N553UA,377,EWR,MIA,150,1085
2013,3,11,955,-5,1157,-12,US,N702UW,1277,LGA,CLT,84,544
2013,3,11,955,-5,1111,-10,US,N765US,2169,LGA,DCA,43,214
2013,3,11,956,-5,1121,-8,EV,N15910,4187,EWR,BNA,122,748
2013,3,11,956,-4,1231,-3,DL,N3730B,1847,LGA,ATL,114,762
2013,3,11,957,12,1136,6,AA,N491AA,319,LGA,ORD,118,733
2013,3,11,959,-2,1104,-12,UA,N23708,1240,EWR,BOS,41,200
2013,3,11,1000,0,1243,-9,UA,N25705,1003,EWR,MCO,140,937
2013,3,11,1001,11,1249,-5,B6,N580JB,1101,JFK,FLL,146,1069
2013,3,11,1001,1,1135,-2,UA,N37253,1460,LGA,ORD,118,733
2013,3,11,1002,-2,1154,-26,DL,N374NW,2319,LGA,MSP,141,1020
2013,3,11,1002,3,1224,-9,US,N658AW,450,JFK,PHX,297,2153
2013,3,11,1006,-4,1107,-18,B6,N228JB,600,JFK,PWM,47,273
2013,3,11,1007,85,1207,73,EV,N16571,4638,EWR,CVG,95,569
2013,3,11,1008,-7,1212,-4,US,N770UW,1427,JFK,CLT,90,541
2013,3,11,1010,-5,1205,-3,US,N114UW,1619,EWR,CLT,82,529
2013,3,11,1011,21,1213,8,9E,N8458A,4060,LGA,DAY,85,549
2013,3,11,1011,42,1341,15,B6,N630JB,215,EWR,SJU,188,1608
2013,3,11,1013,8,1120,0,EV,N829AS,5711,JFK,IAD,49,228
2013,3,11,1014,0,1249,-23,UA,N76517,1148,EWR,TPA,140,997
2013,3,11,1014,-1,1214,-26,US,N652AW,75,EWR,PHX,283,2133
2013,3,11,1015,0,1327,7,UA,N549UA,235,LGA,IAH,213,1416
2013,3,11,1016,-4,1315,-15,AA,N3BSAA,731,LGA,DFW,209,1389
2013,3,11,1020,-10,1151,-24,MQ,N730MQ,4471,LGA,RDU,65,431
2013,3,11,1021,-9,1306,-34,AA,N329AA,19,JFK,LAX,325,2475
2013,3,11,1023,-6,1203,-32,EV,N748EV,5134,EWR,DTW,77,488
2013,3,11,1023,24,1150,26,EV,N820AS,5736,LGA,IAD,51,229
2013,3,11,1026,-4,1342,-28,VX,N853VA,23,JFK,SFO,353,2586
2013,3,11,1027,-8,1215,-28,EV,N14179,4269,EWR,CHS,93,628
2013,3,11,1027,-2,1255,-13,DL,N3738B,1529,JFK,LAS,305,2248
2013,3,11,1031,-4,1335,-29,B6,N779JB,641,JFK,SFO,342,2586
2013,3,11,1033,3,1256,8,DL,N3735D,2343,EWR,ATL,120,746
2013,3,11,1033,-1,1330,-20,UA,N35204,1735,EWR,LAX,333,2454
2013,3,11,1036,6,1154,-16,AA,N4YBAA,321,LGA,ORD,114,733
2013,3,11,1037,27,1147,7,MQ,N504MQ,3795,EWR,ORD,114,719
2013,3,11,1040,-7,1411,31,UA,N670UA,578,EWR,IAH,228,1400
2013,3,11,1041,-7,1249,-12,EV,N13903,4188,EWR,IND,107,645
2013,3,11,1044,-6,1355,-7,DL,N924DL,1903,LGA,SRQ,156,1047
2013,3,11,1045,-5,1337,-25,UA,N77296,1183,EWR,RSW,154,1068
2013,3,11,1048,-12,1149,-20,US,N951UW,2124,LGA,BOS,38,184
2013,3,11,1049,19,1408,13,AA,N379AA,179,JFK,SFO,358,2586
2013,3,11,1050,60,1202,59,9E,N831AY,3739,JFK,PHL,32,94
2013,3,11,1050,-5,1336,-6,B6,N624JB,1183,JFK,MCO,132,944
2013,3,11,1050,0,1252,2,MQ,N3AEMQ,4589,LGA,DTW,86,502
2013,3,11,1051,-9,1201,-13,US,N712US,2171,LGA,DCA,46,214
2013,3,11,1053,58,1315,55,MQ,N537MQ,4654,LGA,ATL,119,762
2013,3,11,1054,-6,1205,-10,MQ,N546MQ,3792,JFK,DCA,50,213
2013,3,11,1055,-5,1331,0,DL,N673DL,1647,LGA,ATL,118,762
2013,3,11,1056,55,1305,43,EV,N11164,4405,EWR,SAV,105,708
2013,3,11,1056,-4,1354,-16,AA,N3FRAA,739,LGA,DFW,210,1389
2013,3,11,1056,-4,1347,-27,DL,N3760C,1275,JFK,SLC,271,1990
2013,3,11,1056,-4,1253,-12,DL,N348NB,1573,LGA,MEM,145,963
2013,3,11,1059,-1,1324,-21,UA,N36444,109,EWR,LAS,305,2227
2013,3,11,1059,-7,1351,-40,UA,N525UA,642,JFK,SFO,335,2586
2013,3,11,1059,-1,1336,-22,UA,N17229,1143,EWR,PBI,142,1023
2013,3,11,1101,1,1355,-19,DL,N922DL,930,LGA,FLL,148,1076
2013,3,11,1101,1,1310,-16,UA,N33264,1737,LGA,DEN,227,1620
2013,3,11,1102,-8,1204,-16,B6,N334JB,24,JFK,BTV,46,266
2013,3,11,1108,-7,1404,-12,DL,N321US,1875,LGA,TPA,148,1010
2013,3,11,1110,-5,1355,-29,B6,N804JB,673,JFK,LAX,326,2475
2013,3,11,1110,9,1414,-19,UA,N87531,73,EWR,SFO,347,2565
2013,3,11,1111,-9,1244,-18,EV,N709EV,5273,LGA,PIT,61,335
2013,3,11,1114,-1,1237,-18,WN,N913WN,292,LGA,BNA,122,764
2013,3,11,1115,-5,1412,-10,B6,N607JB,1,JFK,FLL,152,1069
2013,3,11,1116,11,1236,-4,WN,N939WN,993,LGA,MDW,119,725
2013,3,11,1117,32,1354,23,B6,N584JB,545,EWR,PBI,138,1023
2013,3,11,1117,25,1416,13,B6,N561JB,1471,LGA,FLL,150,1076
2013,3,11,1118,3,1417,-8,AA,N3EBAA,2099,LGA,MIA,149,1096
2013,3,11,1121,-3,1214,-10,EV,N14558,4659,EWR,PVD,35,160
